timestamp,participant_id,condition,study_id,session_id
2020-11-26T10:39:43+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-26T10:51:57+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T10:52:05+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T10:52:15+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T10:52:24+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-26T10:54:53+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-26T10:58:52+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T11:11:41+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-26T11:11:51+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T11:11:59+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-26T11:13:09+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-26T11:13:19+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T11:13:28+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T11:43:19+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-26T11:43:29+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-26T11:43:40+0100,DEBUG,f1_level1_f2_level1,1,1
